feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,target,filename
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4882083995722882,0.978448613622955,0.9936827773669732,0.9991096429389098,0.9833348829569172,0.965156837800718,0.8080677871783473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4764422196125165,0.972423310973524,0.9982153116477448,1.0,0.9955081135957444,0.9703739270548888,0.8534547962246625,0.2904160101081617,NoCategory,PD_x_18122024__113141_mode_voltage_channel_U_grayscale_csv.csv
0.9999999999999996,0.8995176228254232,0.8561796395264836,0.9023966570860958,0.8542809434409856,0.683423755640894,0.5879047968750137,0.484896529947316,0.3746564923710149,0.0680247685876395,0.1160654772475416,0.0,0.0,0.0,0.0,0.0,1.0,0.9090397120104096,0.8575894736510256,0.9090397120104096,0.8939803190788428,0.7952258866579403,0.7620760200254142,0.7839262015523565,0.7526334940693055,0.5702263468227509,0.4893056771386963,0.4446117198349704,0.4200632225676395,0.1532356941190204,0.1160654772475413,0.2091682202555523,0.9132161127640972,0.9087712319727008,0.9293452450519296,0.9152640241891152,0.8066366962098809,0.7605715675456405,0.7173139706861735,0.8132105891352782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9187832953190744,0.971289305803392,1.0,0.9764921773594708,0.8180822042237762,0.7412580763264875,0.7356136419821334,0.8538423476496344,NoCategory,PD_x_16022025__212543_mode_voltage_channel_U_grayscale_csv.csv
0.9850208033772718,0.9330266644520568,0.7927112549244124,0.6799259460411368,0.7489949581550148,0.651536054447635,0.7304637531664725,0.8630428114483739,0.8852082800765168,0.7468825707988341,0.9162273600568824,0.8078733607604301,0.2391391764510846,0.1104636774796594,0.0,0.064691691611177,1.0,0.9386034317266588,0.8208219304918497,0.7468825707988344,0.909278360916317,0.798951688426061,0.7320288789948045,0.7496928599202655,0.6307958646405805,0.775347932003249,0.9279238149734744,0.7454584637364143,0.1748517153367136,0.0,0.0,0.0,0.8659597874341824,0.6509984972296817,0.606785897533945,0.9514053921314816,1.0,0.9853458599596828,0.9790297756053494,0.9466786219279876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8725155930908437,0.647119448858257,0.6723763491464434,0.9842422594734788,0.9898142979318568,0.9721361611160452,0.975255494178776,0.9609203554625616,NoCategory,PD_x_01082024__005237_mode_voltage_channel_U_grayscale_csv.csv
0.9781738147110892,0.8267191542961843,0.6186464850597743,0.4854901147233953,0.4740777872818058,0.4233255854118058,0.4484303785001179,0.386735562093989,0.3646704035241994,0.4060892730025001,0.4388624563327914,0.3480343032103139,0.3192413076558365,0.3390083204694679,0.3390083204694679,0.2839913134049328,1.0,0.8959261933634335,0.7430213836042463,0.4817770067135414,0.3192413076558365,0.3083438044341956,0.364670403524199,0.283991313404933,0.3998982053729782,0.3797179890981005,0.372373581979289,0.110161028294346,0.3294342828136278,0.3294342828136278,0.2551798113974417,0.3646704035241991,0.7960113868430219,0.8908336660134205,0.9370776929236844,0.964896215484678,0.9007822591871972,0.6991568202465738,0.6784503626855083,0.6345467190319998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8148450082008362,0.9224803344060908,0.9760112885464276,1.0,0.8654058789268437,0.7274376524854835,0.8115755175982338,0.6873932479696796,NoCategory,PD_x_04122022__153851_mode_voltage_channel_V_grayscale_csv.csv
0.9999999999999998,0.0,0.0,0.950739859742054,0.9080502215784478,0.0,0.0,0.6462521417753314,0.5584171681018375,0.0,0.0,0.3090582380690591,0.1895454952834382,0.0,0.0,0.143853006444674,1.0,0.0,0.0,0.9479745071889664,0.892754717132576,0.0,0.0,0.4983851240004773,0.3496613713876644,0.0,0.0,0.2267296920411401,0.258082253175928,0.0,0.0,0.0,0.9388573514194268,0.919172901914723,0.8971739007365869,0.8812956612106672,0.9396679991040044,0.999412956333717,1.0,0.9347506305794242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483609521481284,0.922748314559268,0.8888732951012722,0.8856632049003924,0.8941041232171663,0.92712368122318,0.9544389223367248,0.9715720096422836,NoCategory,PD_x_17082024__172748_mode_voltage_channel_W_grayscale_csv.csv
0.9999999999999996,0.0,0.985901551928518,0.0,0.0,0.8088257881245765,0.0,0.5226963811019624,0.498018190281892,0.0,0.1435321098930669,0.0,0.0,0.0843404008415473,0.0,0.0,1.0,0.0,0.9804469779900172,0.0,0.0,0.637423141351178,0.0,0.4371208006987815,0.3086416249651569,0.0,0.0,0.0,0.0,0.1891775224595068,0.0,0.0843404008415473,0.9252120680861484,0.9075092305614352,0.887944894841421,0.8717923665451461,0.9930925326572464,1.0,0.9803513427436512,0.9853084671253796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9374654628868948,0.9156843595850191,0.8960189186255767,0.8784224370608812,0.9037573579900952,0.9398222722725014,0.9489620826603946,0.9604899492079408,NoCategory,PD_x_20082024__162748_mode_voltage_channel_W_grayscale_csv.csv
1.0,1.0,0.8742190721461363,0.9780979425173284,0.8237684944230976,0.9254193286827576,0.79990512203818,0.8417150461757248,0.7567114030233919,0.5732788916711741,0.5246976276849785,0.3923227663994906,0.3345985946118442,0.1645945118927853,0.1247109826629677,0.0731292551809778,0.9999999999999998,0.997767508855422,0.8729233996475511,0.976657243658597,0.8393724312596007,0.9567745858962368,0.8057047789530438,0.8676436318978094,0.7745937364044981,0.6055464775244709,0.6426574371327343,0.3714368287581743,0.4357691315647209,0.1247109826629673,0.1247109826629677,0.0731292551809778,0.9969260400871488,0.97498930952343,0.9790337454097362,1.0,0.982720314506522,0.9705619665071736,0.9263860399885412,0.9657226437384872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873411587755656,0.971121989407992,0.9832402423584896,0.9845328696506342,0.9947635223266568,0.9888528499607782,0.9790337454097364,0.9755343868277953,NoCategory,PD_x_12102023__172052_mode_voltage_channel_W_grayscale_csv.csv
0.9921054760611584,0.8418153358409795,0.7273368439666987,0.6074535398166058,0.6133151748272239,0.3599963205831473,0.5166503338937504,0.4589428072627264,0.4982972574923704,0.486204427311479,0.4943651093906229,0.4862044273114787,0.3927605605741501,0.4731425872286511,0.4487393058583201,0.4862044273114785,1.0,0.8106544716547905,0.692364223228459,0.5839556033803769,0.5166503338937503,0.5299771371707171,0.4378545656229003,0.4200308342778108,0.4200308342778108,0.4321270634812527,0.4903358069337807,0.5299771371707168,0.4685453432663141,0.4731425872286508,0.4200308342778109,0.4589428072627267,0.8841523014886781,0.969010921084222,1.0,0.9929382485182076,0.8640950085419529,0.6780345273851227,0.6005986004599353,0.8481943662471637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8978016897219518,0.9121853732754076,0.9763052992927842,0.939765766329194,0.8523087668456165,0.714114542172762,0.7719891668661858,0.8841523014886778,NoCategory,PD_x_19112024__233141_mode_voltage_channel_W_grayscale_csv.csv
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929913424010028,0.9564843883179662,0.982402336548134,0.9921968607904792,0.9781718578361966,0.9798750520841748,0.9694259005233152,0.9865431923558856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994570683256397,0.9781718578361966,0.9873609401242616,1.0,0.9848973615002212,0.9848973615002212,0.9764536924535716,0.9667239404249008,NoCategory,PD_x_13092025__015647_mode_voltage_channel_V_grayscale_csv.csv
0.9973758711928268,0.8039846968384058,0.7795108565571895,0.719398352045642,0.6667997858396495,0.6238456248627241,0.4371621320117996,0.3245291268517628,0.3245291268517628,0.2407673121528949,0.0708057325739839,0.0,0.1594903073366954,0.0,0.0,0.0,1.0,0.818056857942554,0.7823060863123464,0.7371112103144778,0.5383009225155195,0.4627071565740234,0.2792843009635242,0.1594903073366958,0.1208058946785799,0.0,0.1594903073366959,0.1208058946785802,0.0,0.0,0.0,0.0708057325739835,0.9660780930040452,0.8487621263356269,0.637293760464262,0.6466388283867326,0.6718954767979443,0.6533198459131286,0.812583150959451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483826684390992,0.8507829770470867,0.6324176145064282,0.6776551305461648,0.6921088707189889,0.6597439464344441,0.8293822947677354,0.9650676089869068,NoCategory,PD_x_17102022__003756_mode_voltage_channel_W_grayscale_csv.csv
